facility_name,permit_id,lat,lon,latlong_type,facility_type,program
SCHOFIELD BARRACKS WASTEWATER TREATMENT PLANT,HI0110141,21.476389,-158.0445,Permitted Feature,Privately Owned Facility,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352528,-157.958167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352528,-157.958167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352528,-157.958167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352528,-157.958167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352528,-157.958167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352528,-157.958167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352514,-157.958166,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352514,-157.958166,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.352361,-157.959167,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.351944,-157.9605,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.351944,-157.9605,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.351944,-157.9605,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.351944,-157.9605,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.351944,-157.9605,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.351944,-157.9605,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.351944,-157.9605,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.351944,-157.9605,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.345833,-157.966389,Permitted Feature,NA,NPDES
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY DRYDOCKS 1-4,HI0110230,21.347193999999998,-157.943556,Permitted Feature,NA,NPDES
THE FRIENDS OF HOKULE'A AND HAWAI'I LOA,HI02BB297,21.320615,-157.891089,Facility,NA,NPDES
"MCCABE, HAMILTON & RENNY CO., LTD. - HONOLULU HARBOR PIER 23",HI02BB307,21.31245,-157.869993,Permitted Feature,Privately Owned Facility,NPDES
KEEHI REFUSE BASEYARD,HI02BB310,21.336036,-157.892668,Facility,Municipal or Water District,NPDES
REYNOLDS RECYCLING NAWILIWILI HARBOR REDEMPTION CENTER,HI04BB942,21.956599,-159.355899,Facility,Privately Owned Facility,NPDES
HONSADOR LUMBER DOOR SHOP,HI05BC373,21.295277,-158.086388,Permitted Feature,Privately Owned Facility,NPDES
HONSADOR LUMBER DOOR SHOP (1),HI05BC374,20.897778,-156.46,Permitted Feature,Privately Owned Facility,NPDES
"MCCABE, HAMILTON & RENNY CO., LTD. [KAHULUI HARBOR]",HI08BD063,20.898055,-156.466111,Facility,Privately Owned Facility,NPDES
ISLAND SASH & DOOR LLC,HI08BD197,21.373054,-158.018888,Permitted Feature,NA,NPDES
ISLAND SASH & DOOR LLC,HI08BD197,21.373054,-158.018888,Facility,NA,NPDES
UNIFAB INDUSTRIES LLC,HI09BD301,21.326388,-157.901666,Permitted Feature,Privately Owned Facility,NPDES
FEDEX GROUND - HILO,HI09BD316,19.728888,-155.055277,Permitted Feature,Privately Owned Facility,NPDES
"MCCABE, HAMILTON & RENNY CO., LTD.",HI09BD345,21.954444,-159.356111,Permitted Feature,Privately Owned Facility,NPDES
"MCCABE, HAMILTON & RENNY CO., LTD.",HI09BD345,21.954444,-159.356111,Facility,Privately Owned Facility,NPDES
"CONTAINER STORAGE COMPANY OF HAWAII, LTD.",HI09BD354,21.325832,-157.89361,Permitted Feature,Privately Owned Facility,NPDES
"PACIFIC LEGEND APPAREL, INC.",HI09BD539,21.322499,-157.882499,Permitted Feature,Privately Owned Facility,NPDES
TOTAL BUILDING PRODUCTS LLC,HI09BD542,21.423888,-157.995555,Permitted Feature,Privately Owned Facility,NPDES
"WINDOW WORLD, INC.",HI10BD709,21.332499,-156.099084,Permitted Feature,Privately Owned Facility,NPDES
DHL EXPRESS - HNL,HI10BD718,21.564722,-155.469723,Permitted Feature,Privately Owned Facility,NPDES
PHNSY&IMF DOCKSIDE CHLORINATOR UNITS AND CHLORINATOR/DECHLORINATOR UNITS,HI1120801,21.354611,-157.947778,Permitted Feature,Federal Facility (U.S. Government),NPDES
PHNSY&IMF DOCKSIDE CHLORINATOR UNITS AND CHLORINATOR/DECHLORINATOR UNITS,HI1120801,21.354611,-157.947778,Permitted Feature,Federal Facility (U.S. Government),NPDES
PHNSY&IMF DOCKSIDE CHLORINATOR UNITS AND CHLORINATOR/DECHLORINATOR UNITS,HI1120801,21.354611,-157.947778,Permitted Feature,Federal Facility (U.S. Government),NPDES
PHNSY&IMF DOCKSIDE CHLORINATOR UNITS AND CHLORINATOR/DECHLORINATOR UNITS,HI1120801,21.354611,-157.947778,Permitted Feature,Federal Facility (U.S. Government),NPDES
UNKNOWN,HI1121016,21.361602,-157.944444,Facility,Federal Facility (U.S. Government),NPDES
NAVAL INFORMATION OPERATIONS CMD HAWAII FKA NAVAL SECURITY GROUP ACTIVITY,HI1121156,21.476278,-158.051778,Facility,NA,NPDES
KANEOHE BAY,HI1121423,21.454167,-157.775,Facility,Privately Owned Facility,NPDES
STORMWATER SYSTEM,HI1121431,21.482889,-158.04175,Facility,Federal Facility (U.S. Government),NPDES
WDB CORPORATION,HI13BE277,21.410833,-157.990957,Permitted Feature,Privately Owned Facility,NPDES
"ISLAND PLASTIC BAGS, INC.",HI13BE280,21.371444,-157.901255,Permitted Feature,Privately Owned Facility,NPDES
KIESELBACH WOODWORKS,HI14BE308,21.29825,-157.856818,Permitted Feature,Privately Owned Facility,NPDES
AIR CANADA MAINTENANCE,HI14BE418,21.327872,-157.929252,Permitted Feature,State Government,NPDES
"PLEASANT AIRCRAFT LEASING, LLC",HI14BE450,21.321173,-157.909042,Permitted Feature,Privately Owned Facility,NPDES
ALOHA CONTRACT SERVICES,HI14BE461,21.327862,-157.92925,Permitted Feature,Privately Owned Facility,NPDES
ALOHA CONTRACT SERVICES,HI14BE461,21.327862,-157.92925,Facility,Privately Owned Facility,NPDES
"HAGADONE PRINTING COMPANY, INC.",HI14BE551,21.325724,-157.88684,Permitted Feature,Privately Owned Facility,NPDES
"HAGADONE PRINTING COMPANY, INC.",HI14BE551,21.321646,-157.893406,Permitted Feature,Privately Owned Facility,NPDES
"ABF FREIGHT SYSTEM, INC. (1)",HI15BE656,21.328382,-157.890353,Permitted Feature,Privately Owned Facility,NPDES
T HANGAR 105 AND 422-113,HI15BE671,21.313195,-157.919363,Facility,Privately Owned Facility,NPDES
ISLAND SLIPPER FACTORY LTD.,HI15BE708,21.383373,-157.952979,Permitted Feature,Privately Owned Facility,NPDES
"SAUSE BROS., INC. - PIER 27 AND PIER 28",HI15BE819,21.309646,-157.870907,Permitted Feature,Privately Owned Facility,NPDES
"HNL T-HANGAR, #422-114",HI15BE862,21.31322,-157.919363,Facility,Privately Owned Facility,NPDES
ANDROS ENGINEERING,HI15BE863,21.969274,-159.708326,Permitted Feature,Privately Owned Facility,NPDES
BEAR MACHINERY INC.,HI16BE885,21.418239,-157.804277,Permitted Feature,Privately Owned Facility,NPDES
CLARKDIETRICH BUILDING SYSTEMS,HI16BE904,21.295658,-158.103852,Permitted Feature,Privately Owned Facility,NPDES
"REFRIGERANT RECYCLING, INC.",HI16BE905,21.315561,-158.118931,Permitted Feature,Privately Owned Facility,NPDES
"REFRIGERANT RECYCLING, INC. (1)",HI16BE906,21.295346,-158.098104,Permitted Feature,Privately Owned Facility,NPDES
"REFRIGERANT RECYCLING, INC. (1)",HI16BE906,21.295346,-158.098104,Facility,Privately Owned Facility,NPDES
CENTRAL SELF STORAGE,HI16BE911,21.418185,-157.80394,Permitted Feature,Privately Owned Facility,NPDES
HNL T-HANGAR 422-117,HI16BF036,21.31322,-157.919363,Permitted Feature,Privately Owned Facility,NPDES
HNL T-HANGAR 422-117,HI16BF036,21.31322,-157.919363,Facility,Privately Owned Facility,NPDES
VALENTI PRINT GROUP,HI16BF111,21.293228,-157.855116,Permitted Feature,Privately Owned Facility,NPDES
HNL T-HANGAR 137,HI16BF112,21.31322,-157.919363,Permitted Feature,Privately Owned Facility,NPDES
HNL T-HANGAR 421-130,HI16BF137,21.31322,-157.919363,Permitted Feature,Privately Owned Facility,NPDES
"POLYNESIAN ADVENTURE TOURS, LLC - KONA",HI17BF182,19.686832,-156.032955,Permitted Feature,Privately Owned Facility,NPDES
"POLYNESIAN ADVENTURE TOURS, LLC - KONA",HI17BF182,19.683597,-156.034873,Permitted Feature,Privately Owned Facility,NPDES
"POLYNESIAN ADVENTURE TOURS, LLC - HILO",HI17BF183,19.731603,-155.053314,Permitted Feature,Privately Owned Facility,NPDES
"POLYNESIAN ADVENTURE TOURS, LLC - HILO",HI17BF183,19.732339,-155.051475,Permitted Feature,Privately Owned Facility,NPDES
PACIFIC TRANSFER LLC - KENAI,HI17BF212,21.316093,-158.117113,Permitted Feature,Privately Owned Facility,NPDES
PACIFIC TRANSFER LLC - KENAI,HI17BF212,21.316093,-158.117113,Facility,Privately Owned Facility,NPDES
"CONTAINER STORAGE CO. OF HAWAII, LTD.",HI17BF240,21.324096,-157.894482,Permitted Feature,Privately Owned Facility,NPDES
U.S. POSTAL SERVICE HONOLULU VEHICLE MAINTENANCE FACILITY,HI17BF273,21.320419,-157.891322,Permitted Feature,Federal Facility (U.S. Government),NPDES
FEDEX,HI17BF295,20.885871,-156.455244,Permitted Feature,Privately Owned Facility,NPDES
MAKANI KAI AIR (1),HI17BF309,21.3214,-157.9077,Permitted Feature,Privately Owned Facility,NPDES
EXCLUSIVE AIR LLC,HI17BF314,21.31979,-157.912354,Permitted Feature,Privately Owned Facility,NPDES
EXCLUSIVE AIR LLC,HI17BF314,21.31979,-157.912354,Facility,Privately Owned Facility,NPDES
HNL HANGAR BLDG #421 UNIT #129,HI17BF317,21.312467,-157.919299,Permitted Feature,Privately Owned Facility,NPDES
HNL HANGAR BLDG #421 UNIT #129,HI17BF317,21.312467,-157.919299,Facility,Privately Owned Facility,NPDES
HNL T-HANGAR BUILDING 420 #107,HI17BF318,21.31322,-157.919363,Permitted Feature,Privately Owned Facility,NPDES
HNL T-HANGAR BUILDING 420 #107,HI17BF318,21.31322,-157.919363,Facility,Privately Owned Facility,NPDES
HNL T-HANGAR. 421-139,HI17BF322,21.313219,-157.919363,Facility,Privately Owned Facility,NPDES
KAHALA SURF CORPORATION (1),HI17BF344,21.318476,-157.91187300000001,Permitted Feature,Privately Owned Facility,NPDES
HANGER 421-125,HI17BF346,21.333044,-157.926657,Facility,Privately Owned Facility,NPDES
JOHN MANGANARO - HANGAR #116,HI17BF376,21.31322,-157.91936,Permitted Feature,Municipality,NPDES
HNL T-HANGAR 420-112,HI17BF420,21.31322,-157.919363,Permitted Feature,Municipality,NPDES
BRIDGESTONE HAWAII DISTRIBUTION CENTER,HI17BF431,21.295816,-158.103892,Facility,Municipality,NPDES
MCCABE HAMILTON RENNY CO. - MAUI FACILITY,HI17BF434,20.898056,-156.466111,Permitted Feature,Privately Owned Facility,NPDES
MCCABE HAMILTON RENNY CO. - MAUI FACILITY,HI17BF434,20.897456,-156.463271,Permitted Feature,Privately Owned Facility,NPDES
MCCABE HAMILTON RENNY CO. - MAUI FACILITY,HI17BF434,20.896366,-156.465406,Permitted Feature,Privately Owned Facility,NPDES
MCCABE HAMILTON RENNY CO. - MAUI FACILITY,HI17BF434,20.896761,-156.466004,Permitted Feature,Privately Owned Facility,NPDES
MCCABE HAMILTON RENNY CO. - MAUI FACILITY,HI17BF434,20.898077,-156.468173,Permitted Feature,Privately Owned Facility,NPDES
MCCABE HAMILTON RENNY CO. - MAUI FACILITY,HI17BF434,20.898056,-156.466111,Facility,Privately Owned Facility,NPDES
PICTURES PLUS,HI17BF442,21.309812,-158.103127,Permitted Feature,Privately Owned Facility,NPDES
PICTURES PLUS,HI17BF442,21.309812,-158.103127,Facility,Privately Owned Facility,NPDES
HNL T-HANGAR 421-114,HI18BF456,21.31322,-157.919363,Permitted Feature,Privately Owned Facility,NPDES
HNL T-HANGAR 422.120-124,HI18BF457,21.31322,-157.919363,Permitted Feature,Municipality,NPDES
"WASHIN AIR, INC.",HI18BF461,21.31863,-157.911555,Facility,Privately Owned Facility,NPDES
HAWAIIAN SUN PRODUCTS,HI18BF480,21.31994,-157.882696,Permitted Feature,Privately Owned Facility,NPDES
HAWAIIAN KING CANDIES FACTORY,HI18BF488,21.335544,-157.916307,Permitted Feature,Privately Owned Facility,NPDES
HNL T-HANGAR 210-101 & 210-104 THROUGH 210-112 AND HANGAR 244,HI18BF506,21.3132,-157.9194,Permitted Feature,Municipality,NPDES
ISLAND MAID INC,HI18BF512,21.3757,-158.019,Permitted Feature,Privately Owned Facility,NPDES
"CHOICE SHEETMETAL, LLC.",HI18BF520,21.374614,-158.02218,Permitted Feature,Privately Owned Facility,NPDES
THE CAR STORE INC DBA HAWAIIAN AIR CHARTER,HI18BF535,21.3132,-157.9194,Facility,Privately Owned Facility,NPDES
"LOVE'S BAKERY, LLC",HI18BF537,21.3345,-157.8852,Permitted Feature,Privately Owned Facility,NPDES
1807 HONOLULU - AHUA STREET SITE,HI18BF538,21.335862,-157.898563,Permitted Feature,Privately Owned Facility,NPDES
WENDELL DAVENPORT T-HANGAR 421-107,HI18BF553,21.313386,-157.921686,Permitted Feature,Privately Owned Facility,NPDES
WENDELL DAVENPORT T-HANGAR 421-107,HI18BF553,21.312873,-157.919473,Permitted Feature,Privately Owned Facility,NPDES
WENDELL DAVENPORT T-HANGAR 421-107,HI18BF553,21.313386,-157.921686,Facility,Privately Owned Facility,NPDES
FEDEX GROUND - HONOLULU,HI18BF555,21.312541,-157.919575,Facility,State Government,NPDES
"KAMAKA HAWAII, INC.",HI18BF575,21.303556,-157.863616,Permitted Feature,Privately Owned Facility,NPDES
ASIA PACIFIC AIRLINES,HI18BF583,21.3189,-157.9121,Permitted Feature,Privately Owned Facility,NPDES
ASIA PACIFIC AIRLINES,HI18BF583,21.3189,-157.9121,Facility,Privately Owned Facility,NPDES
SOUL GRAFFIX,HI18BF591,21.415899,-157.805609,Permitted Feature,Privately Owned Facility,NPDES
SOUL GRAFFIX,HI18BF591,21.415899,-157.805609,Facility,Privately Owned Facility,NPDES
SAKUTORI DESIGNS LLC,HI18BF609,21.293151,-157.855054,Permitted Feature,Privately Owned Facility,NPDES
HAWAIIAN CHIP COMPANY,HI18BF618,21.321,-157.891,Permitted Feature,Privately Owned Facility,NPDES
HAWAIIAN CHIP COMPANY,HI18BF618,21.321,-157.891,Facility,Privately Owned Facility,NPDES
HAMAKUA LLC DBA KAILUA MINI STORAGE,HI18BF626,21.39168,-157.74283,Facility,Privately Owned Facility,NPDES
