sample_id,hs_at_collection_m,hs_mean_m,hs_max_m
OA73,0.58,0.48102040285714287,0.66999996
OA730,1.9599999,1.8514285408163265,2.82
OA731,1.9599999,1.8514285408163265,2.82
OA732,1.9599999,1.8514285408163265,2.82
OA733,1.9599999,1.8514285408163265,2.82
OA734,1.9599999,1.8514285408163265,2.82
OA739,1.86,1.730816286734694,2.73
OA74,0.5,0.43244897387755105,0.64
OA744,1.86,1.730816286734694,2.73
OA745,2.47,1.536122421632653,2.58
OA746,2.21,1.536122421632653,2.58
OA747,2.21,1.536122421632653,2.58
OA748,1.86,1.730816286734694,2.73
OA749,2.47,1.536122421632653,2.58
OA75,0.58,0.48102040285714287,0.66999996
OA750,1.9699999,1.884285681632653,2.9099998
OA751,1.9699999,1.884285681632653,2.9099998
OA752,1.9399999,1.8514285408163265,2.82
OA753,2.21,1.536122421632653,2.58
OA754,2.47,1.536122421632653,2.58
OA759,1.86,1.730816286734694,2.73
OA76,0.5,0.43244897387755105,0.64
OA764,1.86,1.730816286734694,2.73
OA769,1.86,1.730816286734694,2.73
OA78,0.58,0.48102040285714287,0.66999996
OA780,1.9599999,1.8514285408163265,2.82
OA781,1.9599999,1.8514285408163265,2.82
OA782,1.9699999,1.884285681632653,2.9099998
OA783,1.9699999,1.884285681632653,2.9099998
OA784,1.9699999,1.884285681632653,2.9099998
OA785,0.57,0.48918366469387753,0.7
OA79,0.5,0.43244897387755105,0.64
OA790,0.57,0.48918366469387753,0.7
OA791,1.4599999,1.473673430612245,2.1399999
OA792,1.88,1.8836734265306123,2.82
OA793,0.57,0.48918366469387753,0.7
OA794,0.57,0.48918366469387753,0.7
OA796,0.52,0.48918366469387753,0.7
OA797,1.88,1.8836734265306123,2.82
OA798,0.52,0.48918366469387753,0.7
OA799,1.4599999,1.473673430612245,2.1399999
OA8,1.51,0.9999999769387755,1.64
OA80,0.58,0.48102040285714287,0.66999996
OA81,0.38,0.41673468734693875,0.7
OA82,0.65999997,0.8038775365306122,1.06
OA83,0.38,0.41673468734693875,0.7
OA84,0.84,0.9353061112244898,1.29
OA85,0.84,0.9353061112244898,1.29
OA851,2.47,1.536122421632653,2.58
OA852,2.58,1.536122421632653,2.58
OA853,2.58,1.536122421632653,2.58
OA854,2.56,1.4830611953061223,2.56
OA86,0.97999996,1.0155101836734695,1.3399999
OA860,2.56,1.4830611953061223,2.56
OA865,2.47,1.536122421632653,2.58
OA866,2.56,1.4830611953061223,2.56
OA867,2.56,1.4830611953061223,2.56
OA88,1.61,0.9999999769387755,1.64
OA9,1.51,0.9999999769387755,1.64
OA90,0.59999996,0.5010204010204081,0.82
OA91,0.57,0.5010204010204081,0.82
OA92,0.57,0.5010204010204081,0.82
OA938,1.91,1.8836734265306123,2.82
OA939,1.91,1.8836734265306123,2.82
OA94,2.18,1.4830611953061223,2.56
OA940,1.91,1.8836734265306123,2.82
OA941,1.91,1.8836734265306123,2.82
OA942,1.91,1.8836734265306123,2.82
OA943,1.91,1.8836734265306123,2.82
OA944,0.56,0.48918366469387753,0.7
OA945,0.56,0.48918366469387753,0.7
OA946,0.56,0.48918366469387753,0.7
OA947,0.56,0.48918366469387753,0.7
OA949,0.56,0.48918366469387753,0.7
OA95,0.59999996,0.5010204010204081,0.82
OA950,0.56,0.48918366469387753,0.7
OA953,1.78,1.6757142718367346,2.6399999
OA954,2,1.8989795489795918,2.9399998
OA955,1.99,1.884285681632653,2.9099998
OA959,2,1.8989795489795918,2.9399998
OA96,0.90999997,1.0038775387755101,1.24
OA960,1.99,1.884285681632653,2.9099998
OA963,1.78,1.6757142718367346,2.6399999
OA964,1.99,1.884285681632653,2.9099998
OA965,1.99,1.884285681632653,2.9099998
OA969,2,1.8989795489795918,2.9399998
OA97,1.37,1.2316326318367348,2.08
OA970,1.99,1.884285681632653,2.9099998
OA973,1.0799999,0.9999999769387755,1.64
OA974,2,1.8989795489795918,2.9399998
OA975,1.99,1.884285681632653,2.9099998
OA98,0.84,0.8026530493877551,1.05
OA99,1.51,0.9999999769387755,1.64
OA999,1.53,0.9999999769387755,1.64
